"model_a","model_b","metric","repeat_id","model_a_estimate","model_b_estimate","raw_difference_a_minus_b","interpretation"
"nonlinear_psa","primary_modern","calibration_slope",1,0.891440671077032,0.926361146851496,-0.0349204757744648,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_slope",2,0.838998927256478,0.885947478378812,-0.0469485511223343,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_slope",3,0.878896119204142,0.907556289253833,-0.0286601700496906,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_slope",4,0.910519678002176,0.931009758502838,-0.0204900805006625,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_slope",5,0.852470413285287,0.917011446540664,-0.0645410332553773,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_slope",6,0.913954435819327,0.939673675833448,-0.0257192400141205,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_slope",7,0.890973299780341,0.924852262476179,-0.0338789626958382,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_slope",8,0.858351866467603,0.893969691680768,-0.0356178252131649,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_slope",9,0.89308107883897,0.920017828751799,-0.0269367499128295,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_slope",10,0.883340704490738,0.901200040250023,-0.0178593357592849,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_slope",11,0.889404318919084,0.906720366362685,-0.0173160474436015,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_slope",12,0.897993626808912,0.927459473253036,-0.0294658464441238,"Raw paired difference; preferred direction depends on the metric."
